filename,filepath,haplotype_count,load_time,matrix_rows,matrix_cols,matrix_size,matrix_density,ones_count,zeros_count,row_min_sum,row_max_sum,row_mean_sum,row_std_sum,col_min_sum,col_max_sum,col_mean_sum,col_std_sum,ilp_calls_total,preprocessing_time,clustering_time,total_time,ilp_time_total,ilp_time_ratio,avg_ilp_time,patterns_found,regions_found,clustering_steps,regions_processed,matrix_operations,avg_region_size,largest_region,smallest_region,ilp_calls_per_pattern,time_per_ilp_call,patterns_per_second,matrix_complexity,comparison_enabled,noseed_success,seed_success,results_identical,results_equivalent,noseed_steps,seed_steps,step_differences_count,reads_exchanged,reads_unique_noseed,reads_unique_seed,read_assignment_changes,cluster_stability_score,perfect_cluster_matches,partial_cluster_matches,completely_different_clusters,solver_success_count,solver_failed_count,solver_error_count
matrix_edge_7_0.csv,2/matrix_edge_7_0.csv,2,0.18809008598327637,58,161,9338,0.9630541871921182,8993,345,144,161,155.05172413793105,3.461225683806958,53,57,55.857142857142854,0.7948369328221808,0,0.008151531219482422,1.4781951904296875e-05,0.008166313171386719,0.0,0.0,0.0,0,0,7,0,0,0.0,0,0,0.0,0.0,0.0,8993.0,True,True,True,True,True,7,7,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_43_285000.csv,2/matrix_edge_43_285000.csv,2,0.19474506378173828,89,109,9701,0.9188743428512525,8914,787,93,105,100.15730337078652,2.8359603981502066,38,88,81.77981651376147,12.398844129440022,0,0.005849361419677734,1.430511474609375e-05,0.005863666534423828,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,8914.0,True,True,True,True,True,5,5,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_8_65000.csv,2/matrix_edge_8_65000.csv,2,0.17643260955810547,81,120,9720,0.9444444444444444,9180,540,106,119,113.33333333333333,3.492496365667047,34,81,76.5,8.0,0,0.008312702178955078,1.2159347534179688e-05,0.008324861526489258,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,9180.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_155000.csv,2/matrix_edge_7_155000.csv,2,0.20624828338623047,49,208,10192,0.9698783359497645,9885,307,187,208,201.73469387755102,4.255970644962068,45,49,47.52403846153846,0.8200604096307704,0,0.01676321029663086,1.9788742065429688e-05,0.01678299903869629,0.0,0.0,0.0,0,0,23,0,0,0.0,0,0,0.0,0.0,0.0,9885.0,True,True,True,True,True,23,23,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_85000.csv,2/matrix_edge_8_85000.csv,2,0.18687939643859863,87,118,10266,0.8953828170660433,9192,1074,93,116,105.65517241379311,9.169950408127345,45,86,77.89830508474576,13.3190254074849,0,0.005654573440551758,1.239776611328125e-05,0.005666971206665039,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,9192.0,True,True,True,True,True,2,2,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_8_45000.csv,2/matrix_edge_8_45000.csv,2,0.2075481414794922,77,138,10626,0.9098437794089969,9668,958,115,132,125.55844155844156,3.5656860562561294,30,77,70.05797101449275,11.344901246331542,0,0.004958152770996094,1.2874603271484375e-05,0.004971027374267578,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,9668.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_8_225000.csv,2/matrix_edge_8_225000.csv,2,0.20186352729797363,92,119,10948,0.917793204238217,10048,900,101,116,109.21739130434783,4.310820780710171,43,92,84.43697478991596,13.23265546593112,0,0.008047103881835938,1.1682510375976562e-05,0.008058786392211914,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,10048.0,True,True,True,True,True,2,2,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_7_5000.csv,2/matrix_edge_7_5000.csv,2,0.2161726951599121,50,219,10950,0.9642009132420092,10558,392,200,218,211.16,3.657102678350719,45,50,48.210045662100455,0.8556497692370038,0,0.016980409622192383,1.9311904907226562e-05,0.01699972152709961,0.0,0.0,0.0,0,0,22,0,0,0.0,0,0,0.0,0.0,0.0,10558.0,True,True,True,True,True,22,22,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_21_85000.csv,2/matrix_edge_21_85000.csv,2,0.20069289207458496,84,133,11172,0.959452201933405,10719,453,120,132,127.60714285714286,2.677142475987166,33,84,80.59398496240601,5.420703272611285,0,0.007675647735595703,1.2874603271484375e-05,0.0076885223388671875,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,10719.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_280000.csv,2/matrix_edge_7_280000.csv,2,0.2173910140991211,52,217,11284,0.967298830202056,10915,369,199,217,209.90384615384616,3.9771443919969642,48,52,50.29953917050691,0.7726009513536025,0,0.017926454544067383,1.9788742065429688e-05,0.017946243286132812,0.0,0.0,0.0,0,0,23,0,0,0.0,0,0,0.0,0.0,0.0,10915.0,True,True,True,True,True,23,23,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_15000.csv,2/matrix_edge_7_15000.csv,2,0.22317099571228027,49,235,11515,0.9679548415110725,11146,369,218,234,227.46938775510205,4.005618710987011,43,49,47.42978723404255,0.8084434462561232,0,0.020820140838623047,2.09808349609375e-05,0.020841121673583984,0.0,0.0,0.0,0,0,29,0,0,0.0,0,0,0.0,0.0,0.0,11146.0,True,True,True,True,True,29,29,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_1560000.csv,2/matrix_edge_8_1560000.csv,2,0.2179250717163086,92,130,11960,0.9028428093645485,10798,1162,103,125,117.3695652173913,4.473879241009753,39,91,83.06153846153846,14.350424194295199,0,0.006558418273925781,1.2636184692382812e-05,0.006571054458618164,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,10798.0,True,True,True,True,True,2,2,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_21_350000.csv,2/matrix_edge_21_350000.csv,2,0.23749303817749023,82,148,12136,0.942237969676994,11435,701,122,148,139.4512195121951,5.528534492498101,44,81,77.26351351351352,8.214490728310128,0,0.00948023796081543,1.2874603271484375e-05,0.009493112564086914,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,11435.0,True,True,True,True,True,2,2,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_50000.csv,2/matrix_edge_8_50000.csv,2,0.22118759155273438,94,131,12314,0.9264252070813708,11408,906,116,126,121.36170212765957,2.3331608722831176,38,94,87.08396946564885,12.32327789739695,0,0.00792837142944336,1.2874603271484375e-05,0.007941246032714844,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,11408.0,True,True,True,True,True,1,1,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_90000.csv,2/matrix_edge_8_90000.csv,2,0.2264270782470703,79,156,12324,0.9241317753975982,11389,935,129,155,144.16455696202533,6.916189738571368,39,79,73.00641025641026,9.794357870126042,0,0.004517078399658203,1.2636184692382812e-05,0.004529714584350586,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,11389.0,True,True,True,True,True,1,1,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_7_20000.csv,2/matrix_edge_7_20000.csv,2,0.24449539184570312,48,258,12384,0.967296511627907,11979,405,234,256,249.5625,4.102368472399004,43,48,46.43023255813954,0.7905551627157694,0,0.023180007934570312,2.0265579223632812e-05,0.023200273513793945,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,11979.0,True,True,True,True,True,30,30,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_230000.csv,2/matrix_edge_8_230000.csv,2,0.22832512855529785,96,130,12480,0.9357371794871795,11678,802,110,130,121.64583333333333,6.053544358931845,58,95,89.83076923076923,9.741377616632182,0,0.005968570709228516,1.239776611328125e-05,0.005980968475341797,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,11678.0,True,True,True,True,True,2,2,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_170000.csv,2/matrix_edge_7_170000.csv,2,0.278200626373291,50,250,12500,0.97016,12127,373,178,250,242.54,10.237597374384285,46,50,48.508,0.7334412041874931,0,0.01467585563659668,1.71661376953125e-05,0.014693021774291992,0.0,0.0,0.0,0,0,15,0,0,0.0,0,0,0.0,0.0,0.0,12127.0,True,True,True,True,True,15,15,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_54_195000.csv,2/matrix_edge_54_195000.csv,2,0.22824406623840332,81,155,12555,0.9057745917960972,11372,1183,130,148,140.39506172839506,4.534310930392131,37,81,73.36774193548388,12.31889152681895,0,0.010608673095703125,1.3828277587890625e-05,0.010622501373291016,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,11372.0,True,True,True,True,True,5,5,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_7_130000.csv,2/matrix_edge_7_130000.csv,2,0.2436370849609375,45,281,12645,0.9652827204428628,12206,439,260,280,271.24444444444447,4.780309406794853,42,45,43.437722419928825,0.628957625910758,0,0.024039506912231445,2.09808349609375e-05,0.024060487747192383,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,12206.0,True,True,True,True,True,30,30,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_21_345000.csv,2/matrix_edge_21_345000.csv,2,0.23325133323669434,75,170,12750,0.8944313725490196,11404,1346,128,168,152.05333333333334,14.04363992069799,33,75,67.08235294117647,11.334187497495076,0,0.006752490997314453,1.2636184692382812e-05,0.006765127182006836,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,11404.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_7_160000.csv,2/matrix_edge_7_160000.csv,2,0.25504279136657715,46,280,12880,0.9654503105590062,12435,445,257,278,270.32608695652175,4.969709762438179,40,46,44.410714285714285,0.7506374841779895,0,0.02241373062133789,2.1219253540039062e-05,0.02243494987487793,0.0,0.0,0.0,0,0,29,0,0,0.0,0,0,0.0,0.0,0.0,12435.0,True,True,True,True,True,29,29,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_21_340000.csv,2/matrix_edge_21_340000.csv,2,0.2452831268310547,76,175,13300,0.9378195488721804,12473,827,152,174,164.1184210526316,7.113676792413696,43,76,71.27428571428571,7.867776700191844,0,0.006263256072998047,1.3113021850585938e-05,0.006276369094848633,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,12473.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_43_270000.csv,2/matrix_edge_43_270000.csv,2,0.2621753215789795,104,130,13520,0.8964497041420119,12120,1400,106,124,116.53846153846153,4.928182448785831,49,103,93.23076923076923,17.098150354998353,0,0.00729680061340332,1.3589859008789062e-05,0.007310390472412109,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,12120.0,True,True,True,True,True,4,4,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_7_290000.csv,2/matrix_edge_7_290000.csv,2,0.2641735076904297,37,369,13653,0.9697502380429209,13240,413,348,368,357.8378378378378,4.761975024699899,32,37,35.88075880758807,0.7942090328727578,0,0.02507638931274414,2.1457672119140625e-05,0.02509784698486328,0.0,0.0,0.0,0,0,31,0,0,0.0,0,0,0.0,0.0,0.0,13240.0,True,True,True,True,True,31,31,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_1540000.csv,2/matrix_edge_8_1540000.csv,2,0.24899768829345703,78,176,13728,0.9641608391608392,13236,492,161,176,169.69230769230768,3.0855647877125505,34,78,75.20454545454545,4.29100298433481,0,0.006524085998535156,1.2636184692382812e-05,0.006536722183227539,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,13236.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_265000.csv,2/matrix_edge_7_265000.csv,2,0.2603428363800049,43,322,13846,0.9640329336992634,13348,498,295,321,310.4186046511628,5.318823782105838,38,43,41.453416149068325,0.6866093716986573,0,0.028313636779785156,2.3603439331054688e-05,0.02833724021911621,0.0,0.0,0.0,0,0,36,0,0,0.0,0,0,0.0,0.0,0.0,13348.0,True,True,True,True,True,36,36,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_1535000.csv,2/matrix_edge_8_1535000.csv,2,0.25325512886047363,85,164,13940,0.9286944045911047,12946,994,137,163,152.30588235294118,8.356784534189275,47,85,78.9390243902439,10.24676934331084,0,0.011488199234008789,1.4066696166992188e-05,0.011502265930175781,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,12946.0,True,True,True,True,True,5,5,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_21_370000.csv,2/matrix_edge_21_370000.csv,2,0.2600288391113281,68,205,13940,0.878909612625538,12252,1688,169,189,180.1764705882353,5.527847087755371,31,68,59.765853658536585,12.091674413617232,0,0.011116743087768555,1.5735626220703125e-05,0.011132478713989258,0.0,0.0,0.0,0,0,9,0,0,0.0,0,0,0.0,0.0,0.0,12252.0,True,True,True,True,True,9,9,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_7_25000.csv,2/matrix_edge_7_25000.csv,2,0.2669942378997803,47,297,13959,0.9660434128519235,13485,474,276,297,286.9148936170213,5.193407388972254,43,47,45.4040404040404,0.7328629150390731,0,0.0262453556060791,2.384185791015625e-05,0.026269197463989258,0.0,0.0,0.0,0,0,34,0,0,0.0,0,0,0.0,0.0,0.0,13485.0,True,True,True,True,True,34,34,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_35000.csv,2/matrix_edge_7_35000.csv,2,0.27338457107543945,48,292,14016,0.9676084474885844,13562,454,269,290,282.5416666666667,4.941146684278413,44,48,46.445205479452056,0.7451286725124142,0,0.023584842681884766,2.193450927734375e-05,0.02360677719116211,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,13562.0,True,True,True,True,True,30,30,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_10000.csv,2/matrix_edge_7_10000.csv,2,0.2611229419708252,52,270,14040,0.9663817663817664,13568,472,252,270,260.9230769230769,4.264550449056076,47,52,50.25185185185185,0.81847662034546,0,0.023810863494873047,2.1696090698242188e-05,0.02383255958557129,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,13568.0,True,True,True,True,True,30,30,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_21_110000.csv,2/matrix_edge_21_110000.csv,2,0.28274035453796387,99,143,14157,0.8773751501024228,12421,1736,114,134,125.46464646464646,5.761791828679074,47,99,86.86013986013987,18.624219662106576,0,0.010618448257446289,1.430511474609375e-05,0.010632753372192383,0.0,0.0,0.0,0,0,6,0,0,0.0,0,0,0.0,0.0,0.0,12421.0,True,True,True,True,True,6,6,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_8_1545000.csv,2/matrix_edge_8_1545000.csv,2,0.27277660369873047,82,174,14268,0.9086767591813849,12965,1303,140,170,158.109756097561,10.412241971225066,36,82,74.51149425287356,11.997000825276753,0,0.014152050018310547,1.3828277587890625e-05,0.014165878295898438,0.0,0.0,0.0,0,0,7,0,0,0.0,0,0,0.0,0.0,0.0,12965.0,True,True,True,True,True,7,7,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_7_30000.csv,2/matrix_edge_7_30000.csv,2,0.2816030979156494,48,299,14352,0.9663461538461539,13869,483,274,297,288.9375,5.501538610546447,40,48,46.38461538461539,0.9445659242114197,0,0.024899721145629883,2.1696090698242188e-05,0.024921417236328125,0.0,0.0,0.0,0,0,29,0,0,0.0,0,0,0.0,0.0,0.0,13869.0,True,True,True,True,True,29,29,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_43_280000.csv,2/matrix_edge_43_280000.csv,2,0.2691960334777832,92,156,14352,0.8465719063545151,12150,2202,123,138,132.06521739130434,3.5807588090226337,41,91,77.88461538461539,18.466866218419252,0,0.008547067642211914,1.2159347534179688e-05,0.008559226989746094,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,12150.0,True,True,True,True,True,2,2,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_54_75000.csv,2/matrix_edge_54_75000.csv,2,0.27813267707824707,79,182,14378,0.881972457921825,12681,1697,140,177,160.51898734177215,12.050380276045571,37,79,69.67582417582418,13.467476824299418,0,0.007463216781616211,1.3589859008789062e-05,0.007476806640625,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,12681.0,True,True,True,True,True,4,4,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_43_260000.csv,2/matrix_edge_43_260000.csv,2,0.2761404514312744,95,153,14535,0.8577915376676987,12468,2067,109,149,131.2421052631579,15.927279339134301,43,94,81.49019607843137,17.685752785661688,0,0.009607553482055664,1.5020370483398438e-05,0.009622573852539062,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,12468.0,True,True,True,True,True,5,5,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_43_265000.csv,2/matrix_edge_43_265000.csv,2,0.26546621322631836,96,153,14688,0.8289760348583878,12176,2512,102,147,126.83333333333333,19.141287545222472,43,95,79.58169934640523,19.27089796100153,0,0.006874799728393555,1.33514404296875e-05,0.006888151168823242,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,12176.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_43_245000.csv,2/matrix_edge_43_245000.csv,2,0.28819751739501953,91,164,14924,0.8454837845081747,12618,2306,127,148,138.65934065934067,4.669799582069713,43,90,76.9390243902439,18.453532652066066,0,0.009481191635131836,1.3589859008789062e-05,0.009494781494140625,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,12618.0,True,True,True,True,True,4,4,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_8_250000.csv,2/matrix_edge_8_250000.csv,2,0.27458643913269043,101,150,15150,0.9423102310231023,14276,874,130,150,141.34653465346534,6.0040178685302745,54,100,95.17333333333333,10.52663077891286,0,0.008372783660888672,1.3589859008789062e-05,0.008386373519897461,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,14276.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_8_1555000.csv,2/matrix_edge_8_1555000.csv,2,0.29296088218688965,85,179,15215,0.8625041077883667,13123,2092,140,164,154.38823529411764,6.805005281835801,40,85,73.31284916201118,16.228893546296504,0,0.013218164443969727,1.5020370483398438e-05,0.013233184814453125,0.0,0.0,0.0,0,0,7,0,0,0.0,0,0,0.0,0.0,0.0,13123.0,True,True,True,True,True,7,7,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_8_70000.csv,2/matrix_edge_8_70000.csv,2,0.2911360263824463,85,181,15385,0.8802729931751706,13543,1842,135,171,159.3294117647059,8.83360992798876,39,85,74.8232044198895,14.640883977900552,0,0.011605501174926758,1.4543533325195312e-05,0.011620044708251953,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,13543.0,True,True,True,True,True,5,5,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_21_360000.csv,2/matrix_edge_21_360000.csv,2,0.29432129859924316,73,211,15403,0.967214179056028,14898,505,195,210,204.08219178082192,3.7988946649714945,67,73,70.60663507109005,0.9397758906498911,0,0.010607481002807617,1.4066696166992188e-05,0.01062154769897461,0.0,0.0,0.0,0,0,6,0,0,0.0,0,0,0.0,0.0,0.0,14898.0,True,True,True,True,True,6,6,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_54_215000.csv,2/matrix_edge_54_215000.csv,2,0.32810211181640625,108,143,15444,0.9470991970991971,14627,817,126,140,135.4351851851852,2.7259831666695424,49,107,102.2867132867133,11.024208819983713,0,0.007183074951171875,1.2874603271484375e-05,0.007195949554443359,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,14627.0,True,True,True,True,True,1,1,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_7_285000.csv,2/matrix_edge_7_285000.csv,2,0.3047621250152588,43,360,15480,0.9698320413436693,15013,467,334,359,349.13953488372096,6.113581507875256,40,43,41.702777777777776,0.7586486930761648,0,0.028380632400512695,2.4318695068359375e-05,0.028404951095581055,0.0,0.0,0.0,0,0,34,0,0,0.0,0,0,0.0,0.0,0.0,15013.0,True,True,True,True,True,34,34,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_21_80000.csv,2/matrix_edge_21_80000.csv,2,0.3199648857116699,86,181,15566,0.8338686881665167,12980,2586,139,156,150.93023255813952,3.259300458810208,42,85,71.71270718232044,17.48860098733939,0,0.010964155197143555,1.3828277587890625e-05,0.010977983474731445,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,12980.0,True,True,True,True,True,3,3,0,0,0,0,0,1.0,2,0,0,0,0,0
matrix_edge_21_90000.csv,2/matrix_edge_21_90000.csv,2,0.30121517181396484,88,179,15752,0.9318816658202133,14679,1073,156,175,166.8068181818182,4.313978217127579,41,88,82.00558659217877,10.683615193110294,0,0.010820150375366211,1.33514404296875e-05,0.010833501815795898,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,14679.0,True,True,True,True,True,2,2,0,0,0,0,0,1.0,1,0,0,0,0,0
matrix_edge_21_105000.csv,2/matrix_edge_21_105000.csv,2,0.3034389019012451,93,173,16089,0.9025421095158183,14521,1568,149,161,156.13978494623655,2.6623273747843395,46,93,83.9364161849711,14.906704194114683,0,0.010597705841064453,1.3828277587890625e-05,0.010611534118652344,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,14521.0,True,True,True,True,True,4,4,0,0,0,0,0,1.0,2,0,0,0,0,0
