filename,filepath,haplotype_count,load_time,matrix_rows,matrix_cols,matrix_size,matrix_density,ones_count,zeros_count,row_min_sum,row_max_sum,row_mean_sum,row_std_sum,col_min_sum,col_max_sum,col_mean_sum,col_std_sum,ilp_calls_total,preprocessing_time,clustering_time,total_time,ilp_time_total,ilp_time_ratio,avg_ilp_time,patterns_found,regions_found,clustering_steps,regions_processed,matrix_operations,avg_region_size,largest_region,smallest_region,ilp_calls_per_pattern,time_per_ilp_call,patterns_per_second,matrix_complexity,solver_success_count,solver_failed_count,solver_error_count
matrix_edge_8_85000.csv,2/matrix_edge_8_85000.csv,2,0.1913900375366211,87,118,10266,0.8953828170660433,9192,1074,93,116,105.65517241379311,9.169950408127345,45,86,77.89830508474576,13.3190254074849,0,0.005910396575927734,8.344650268554688e-06,0.005918741226196289,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,9192.0,0,0,0
matrix_edge_8_45000.csv,2/matrix_edge_8_45000.csv,2,0.21517705917358398,77,138,10626,0.9098437794089969,9668,958,115,132,125.55844155844156,3.5656860562561294,30,77,70.05797101449275,11.344901246331542,0,0.005187511444091797,9.298324584960938e-06,0.005196809768676758,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,9668.0,0,0,0
matrix_edge_8_225000.csv,2/matrix_edge_8_225000.csv,2,0.20602917671203613,92,119,10948,0.917793204238217,10048,900,101,116,109.21739130434783,4.310820780710171,43,92,84.43697478991596,13.23265546593112,0,0.00840139389038086,8.821487426757812e-06,0.008410215377807617,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,10048.0,0,0,0
matrix_edge_7_5000.csv,2/matrix_edge_7_5000.csv,2,0.21990466117858887,50,219,10950,0.9642009132420092,10558,392,200,218,211.16,3.657102678350719,45,50,48.210045662100455,0.8556497692370038,0,0.01707911491394043,1.239776611328125e-05,0.01709151268005371,0.0,0.0,0.0,0,0,22,0,0,0.0,0,0,0.0,0.0,0.0,10558.0,0,0,0
matrix_edge_21_85000.csv,2/matrix_edge_21_85000.csv,2,0.21180438995361328,84,133,11172,0.959452201933405,10719,453,120,132,127.60714285714286,2.677142475987166,33,84,80.59398496240601,5.420703272611285,0,0.007890701293945312,9.059906005859375e-06,0.007899761199951172,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,10719.0,0,0,0
matrix_edge_7_280000.csv,2/matrix_edge_7_280000.csv,2,0.23023748397827148,52,217,11284,0.967298830202056,10915,369,199,217,209.90384615384616,3.9771443919969642,48,52,50.29953917050691,0.7726009513536025,0,0.018154144287109375,1.239776611328125e-05,0.018166542053222656,0.0,0.0,0.0,0,0,23,0,0,0.0,0,0,0.0,0.0,0.0,10915.0,0,0,0
matrix_edge_7_15000.csv,2/matrix_edge_7_15000.csv,2,0.23590087890625,49,235,11515,0.9679548415110725,11146,369,218,234,227.46938775510205,4.005618710987011,43,49,47.42978723404255,0.8084434462561232,0,0.021432161331176758,1.3113021850585938e-05,0.021445274353027344,0.0,0.0,0.0,0,0,29,0,0,0.0,0,0,0.0,0.0,0.0,11146.0,0,0,0
matrix_edge_8_1560000.csv,2/matrix_edge_8_1560000.csv,2,0.2251722812652588,92,130,11960,0.9028428093645485,10798,1162,103,125,117.3695652173913,4.473879241009753,39,91,83.06153846153846,14.350424194295199,0,0.006597280502319336,9.059906005859375e-06,0.006606340408325195,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,10798.0,0,0,0
matrix_edge_21_350000.csv,2/matrix_edge_21_350000.csv,2,0.22772884368896484,82,148,12136,0.942237969676994,11435,701,122,148,139.4512195121951,5.528534492498101,44,81,77.26351351351352,8.214490728310128,0,0.009448051452636719,8.58306884765625e-06,0.009456634521484375,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,11435.0,0,0,0
matrix_edge_8_50000.csv,2/matrix_edge_8_50000.csv,2,0.22710680961608887,94,131,12314,0.9264252070813708,11408,906,116,126,121.36170212765957,2.3331608722831176,38,94,87.08396946564885,12.32327789739695,0,0.00809478759765625,8.344650268554688e-06,0.008103132247924805,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,11408.0,0,0,0
matrix_edge_8_90000.csv,2/matrix_edge_8_90000.csv,2,0.22908806800842285,79,156,12324,0.9241317753975982,11389,935,129,155,144.16455696202533,6.916189738571368,39,79,73.00641025641026,9.794357870126042,0,0.004631519317626953,8.821487426757812e-06,0.004640340805053711,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,11389.0,0,0,0
matrix_edge_7_20000.csv,2/matrix_edge_7_20000.csv,2,0.25553345680236816,48,258,12384,0.967296511627907,11979,405,234,256,249.5625,4.102368472399004,43,48,46.43023255813954,0.7905551627157694,0,0.023476123809814453,1.4066696166992188e-05,0.023490190505981445,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,11979.0,0,0,0
matrix_edge_8_230000.csv,2/matrix_edge_8_230000.csv,2,0.2342090606689453,96,130,12480,0.9357371794871795,11678,802,110,130,121.64583333333333,6.053544358931845,58,95,89.83076923076923,9.741377616632182,0,0.006161212921142578,8.821487426757812e-06,0.006170034408569336,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,11678.0,0,0,0
matrix_edge_7_170000.csv,2/matrix_edge_7_170000.csv,2,0.24729204177856445,50,250,12500,0.97016,12127,373,178,250,242.54,10.237597374384285,46,50,48.508,0.7334412041874931,0,0.014688491821289062,1.1205673217773438e-05,0.014699697494506836,0.0,0.0,0.0,0,0,15,0,0,0.0,0,0,0.0,0.0,0.0,12127.0,0,0,0
matrix_edge_54_195000.csv,2/matrix_edge_54_195000.csv,2,0.23791146278381348,81,155,12555,0.9057745917960972,11372,1183,130,148,140.39506172839506,4.534310930392131,37,81,73.36774193548388,12.31889152681895,0,0.010762453079223633,9.298324584960938e-06,0.010771751403808594,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,11372.0,0,0,0
matrix_edge_7_130000.csv,2/matrix_edge_7_130000.csv,2,0.2439742088317871,45,281,12645,0.9652827204428628,12206,439,260,280,271.24444444444447,4.780309406794853,42,45,43.437722419928825,0.628957625910758,0,0.024759292602539062,1.2874603271484375e-05,0.024772167205810547,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,12206.0,0,0,0
matrix_edge_21_345000.csv,2/matrix_edge_21_345000.csv,2,0.2416994571685791,75,170,12750,0.8944313725490196,11404,1346,128,168,152.05333333333334,14.04363992069799,33,75,67.08235294117647,11.334187497495076,0,0.0069789886474609375,9.059906005859375e-06,0.006988048553466797,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,11404.0,0,0,0
matrix_edge_7_160000.csv,2/matrix_edge_7_160000.csv,2,0.2979292869567871,46,280,12880,0.9654503105590062,12435,445,257,278,270.32608695652175,4.969709762438179,40,46,44.410714285714285,0.7506374841779895,0,0.022130727767944336,1.2874603271484375e-05,0.02214360237121582,0.0,0.0,0.0,0,0,29,0,0,0.0,0,0,0.0,0.0,0.0,12435.0,0,0,0
matrix_edge_21_340000.csv,2/matrix_edge_21_340000.csv,2,0.24585366249084473,76,175,13300,0.9378195488721804,12473,827,152,174,164.1184210526316,7.113676792413696,43,76,71.27428571428571,7.867776700191844,0,0.006632089614868164,9.059906005859375e-06,0.0066411495208740234,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,12473.0,0,0,0
matrix_edge_43_270000.csv,2/matrix_edge_43_270000.csv,2,0.25787830352783203,104,130,13520,0.8964497041420119,12120,1400,106,124,116.53846153846153,4.928182448785831,49,103,93.23076923076923,17.098150354998353,0,0.007418632507324219,9.298324584960938e-06,0.00742793083190918,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,12120.0,0,0,0
matrix_edge_7_290000.csv,2/matrix_edge_7_290000.csv,2,0.2719254493713379,37,369,13653,0.9697502380429209,13240,413,348,368,357.8378378378378,4.761975024699899,32,37,35.88075880758807,0.7942090328727578,0,0.025592565536499023,1.2874603271484375e-05,0.025605440139770508,0.0,0.0,0.0,0,0,31,0,0,0.0,0,0,0.0,0.0,0.0,13240.0,0,0,0
matrix_edge_8_1540000.csv,2/matrix_edge_8_1540000.csv,2,0.25347256660461426,78,176,13728,0.9641608391608392,13236,492,161,176,169.69230769230768,3.0855647877125505,34,78,75.20454545454545,4.29100298433481,0,0.006688833236694336,9.059906005859375e-06,0.006697893142700195,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,13236.0,0,0,0
matrix_edge_7_265000.csv,2/matrix_edge_7_265000.csv,2,0.2622034549713135,43,322,13846,0.9640329336992634,13348,498,295,321,310.4186046511628,5.318823782105838,38,43,41.453416149068325,0.6866093716986573,0,0.028076887130737305,2.5510787963867188e-05,0.028102397918701172,0.0,0.0,0.0,0,0,36,0,0,0.0,0,0,0.0,0.0,0.0,13348.0,0,0,0
matrix_edge_8_1535000.csv,2/matrix_edge_8_1535000.csv,2,0.2567024230957031,85,164,13940,0.9286944045911047,12946,994,137,163,152.30588235294118,8.356784534189275,47,85,78.9390243902439,10.24676934331084,0,0.011702775955200195,9.298324584960938e-06,0.011712074279785156,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,12946.0,0,0,0
matrix_edge_21_370000.csv,2/matrix_edge_21_370000.csv,2,0.25864267349243164,68,205,13940,0.878909612625538,12252,1688,169,189,180.1764705882353,5.527847087755371,31,68,59.765853658536585,12.091674413617232,0,0.01116633415222168,9.775161743164062e-06,0.011176109313964844,0.0,0.0,0.0,0,0,9,0,0,0.0,0,0,0.0,0.0,0.0,12252.0,0,0,0
matrix_edge_7_25000.csv,2/matrix_edge_7_25000.csv,2,0.2710261344909668,47,297,13959,0.9660434128519235,13485,474,276,297,286.9148936170213,5.193407388972254,43,47,45.4040404040404,0.7328629150390731,0,0.026629924774169922,1.4781951904296875e-05,0.02664470672607422,0.0,0.0,0.0,0,0,34,0,0,0.0,0,0,0.0,0.0,0.0,13485.0,0,0,0
matrix_edge_7_35000.csv,2/matrix_edge_7_35000.csv,2,0.2700645923614502,48,292,14016,0.9676084474885844,13562,454,269,290,282.5416666666667,4.941146684278413,44,48,46.445205479452056,0.7451286725124142,0,0.023545026779174805,1.2874603271484375e-05,0.02355790138244629,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,13562.0,0,0,0
matrix_edge_7_10000.csv,2/matrix_edge_7_10000.csv,2,0.293656587600708,52,270,14040,0.9663817663817664,13568,472,252,270,260.9230769230769,4.264550449056076,47,52,50.25185185185185,0.81847662034546,0,0.024816274642944336,1.4543533325195312e-05,0.02483081817626953,0.0,0.0,0.0,0,0,30,0,0,0.0,0,0,0.0,0.0,0.0,13568.0,0,0,0
matrix_edge_21_110000.csv,2/matrix_edge_21_110000.csv,2,0.26447296142578125,99,143,14157,0.8773751501024228,12421,1736,114,134,125.46464646464646,5.761791828679074,47,99,86.86013986013987,18.624219662106576,0,0.010350465774536133,9.775161743164062e-06,0.010360240936279297,0.0,0.0,0.0,0,0,6,0,0,0.0,0,0,0.0,0.0,0.0,12421.0,0,0,0
matrix_edge_8_1545000.csv,2/matrix_edge_8_1545000.csv,2,0.2823984622955322,82,174,14268,0.9086767591813849,12965,1303,140,170,158.109756097561,10.412241971225066,36,82,74.51149425287356,11.997000825276753,0,0.01431894302368164,1.0013580322265625e-05,0.014328956604003906,0.0,0.0,0.0,0,0,7,0,0,0.0,0,0,0.0,0.0,0.0,12965.0,0,0,0
matrix_edge_7_30000.csv,2/matrix_edge_7_30000.csv,2,0.2735316753387451,48,299,14352,0.9663461538461539,13869,483,274,297,288.9375,5.501538610546447,40,48,46.38461538461539,0.9445659242114197,0,0.025236845016479492,1.3589859008789062e-05,0.02525043487548828,0.0,0.0,0.0,0,0,29,0,0,0.0,0,0,0.0,0.0,0.0,13869.0,0,0,0
matrix_edge_43_280000.csv,2/matrix_edge_43_280000.csv,2,0.28872013092041016,92,156,14352,0.8465719063545151,12150,2202,123,138,132.06521739130434,3.5807588090226337,41,91,77.88461538461539,18.466866218419252,0,0.008759737014770508,9.059906005859375e-06,0.008768796920776367,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,12150.0,0,0,0
matrix_edge_54_75000.csv,2/matrix_edge_54_75000.csv,2,0.2764620780944824,79,182,14378,0.881972457921825,12681,1697,140,177,160.51898734177215,12.050380276045571,37,79,69.67582417582418,13.467476824299418,0,0.007609844207763672,8.821487426757812e-06,0.00761866569519043,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,12681.0,0,0,0
matrix_edge_43_260000.csv,2/matrix_edge_43_260000.csv,2,0.2789750099182129,95,153,14535,0.8577915376676987,12468,2067,109,149,131.2421052631579,15.927279339134301,43,94,81.49019607843137,17.685752785661688,0,0.009754180908203125,9.298324584960938e-06,0.009763479232788086,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,12468.0,0,0,0
matrix_edge_43_265000.csv,2/matrix_edge_43_265000.csv,2,0.2923905849456787,96,153,14688,0.8289760348583878,12176,2512,102,147,126.83333333333333,19.141287545222472,43,95,79.58169934640523,19.27089796100153,0,0.007042407989501953,9.059906005859375e-06,0.0070514678955078125,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,12176.0,0,0,0
matrix_edge_43_245000.csv,2/matrix_edge_43_245000.csv,2,0.3002340793609619,91,164,14924,0.8454837845081747,12618,2306,127,148,138.65934065934067,4.669799582069713,43,90,76.9390243902439,18.453532652066066,0,0.009644508361816406,9.298324584960938e-06,0.009653806686401367,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,12618.0,0,0,0
matrix_edge_8_250000.csv,2/matrix_edge_8_250000.csv,2,0.2785520553588867,101,150,15150,0.9423102310231023,14276,874,130,150,141.34653465346534,6.0040178685302745,54,100,95.17333333333333,10.52663077891286,0,0.008499383926391602,8.58306884765625e-06,0.008507966995239258,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,14276.0,0,0,0
matrix_edge_8_1555000.csv,2/matrix_edge_8_1555000.csv,2,0.2963440418243408,85,179,15215,0.8625041077883667,13123,2092,140,164,154.38823529411764,6.805005281835801,40,85,73.31284916201118,16.228893546296504,0,0.013421297073364258,9.775161743164062e-06,0.013431072235107422,0.0,0.0,0.0,0,0,7,0,0,0.0,0,0,0.0,0.0,0.0,13123.0,0,0,0
matrix_edge_8_70000.csv,2/matrix_edge_8_70000.csv,2,0.30614781379699707,85,181,15385,0.8802729931751706,13543,1842,135,171,159.3294117647059,8.83360992798876,39,85,74.8232044198895,14.640883977900552,0,0.01197957992553711,9.298324584960938e-06,0.01198887825012207,0.0,0.0,0.0,0,0,5,0,0,0.0,0,0,0.0,0.0,0.0,13543.0,0,0,0
matrix_edge_21_360000.csv,2/matrix_edge_21_360000.csv,2,0.3074042797088623,73,211,15403,0.967214179056028,14898,505,195,210,204.08219178082192,3.7988946649714945,67,73,70.60663507109005,0.9397758906498911,0,0.011003255844116211,9.5367431640625e-06,0.011012792587280273,0.0,0.0,0.0,0,0,6,0,0,0.0,0,0,0.0,0.0,0.0,14898.0,0,0,0
matrix_edge_54_215000.csv,2/matrix_edge_54_215000.csv,2,0.2954854965209961,108,143,15444,0.9470991970991971,14627,817,126,140,135.4351851851852,2.7259831666695424,49,107,102.2867132867133,11.024208819983713,0,0.007040500640869141,8.58306884765625e-06,0.007049083709716797,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,14627.0,0,0,0
matrix_edge_7_285000.csv,2/matrix_edge_7_285000.csv,2,0.3085205554962158,43,360,15480,0.9698320413436693,15013,467,334,359,349.13953488372096,6.113581507875256,40,43,41.702777777777776,0.7586486930761648,0,0.028219938278198242,1.3828277587890625e-05,0.028233766555786133,0.0,0.0,0.0,0,0,34,0,0,0.0,0,0,0.0,0.0,0.0,15013.0,0,0,0
matrix_edge_21_80000.csv,2/matrix_edge_21_80000.csv,2,0.29017162322998047,86,181,15566,0.8338686881665167,12980,2586,139,156,150.93023255813952,3.259300458810208,42,85,71.71270718232044,17.48860098733939,0,0.010596990585327148,9.059906005859375e-06,0.010606050491333008,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,12980.0,0,0,0
matrix_edge_21_90000.csv,2/matrix_edge_21_90000.csv,2,0.30919790267944336,88,179,15752,0.9318816658202133,14679,1073,156,175,166.8068181818182,4.313978217127579,41,88,82.00558659217877,10.683615193110294,0,0.010763883590698242,9.059906005859375e-06,0.010772943496704102,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,14679.0,0,0,0
matrix_edge_21_105000.csv,2/matrix_edge_21_105000.csv,2,0.31090378761291504,93,173,16089,0.9025421095158183,14521,1568,149,161,156.13978494623655,2.6623273747843395,46,93,83.9364161849711,14.906704194114683,0,0.01072239875793457,9.5367431640625e-06,0.010731935501098633,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,14521.0,0,0,0
matrix_edge_7_165000.csv,2/matrix_edge_7_165000.csv,2,0.3244328498840332,49,331,16219,0.9668906837659536,15682,537,292,329,320.0408163265306,6.461689877137781,45,49,47.37764350453172,0.6991461385590558,0,0.03014349937438965,1.430511474609375e-05,0.030157804489135742,0.0,0.0,0.0,0,0,38,0,0,0.0,0,0,0.0,0.0,0.0,15682.0,0,0,0
matrix_edge_21_100000.csv,2/matrix_edge_21_100000.csv,2,0.35715317726135254,87,198,17226,0.8027980959015442,13829,3397,148,168,158.95402298850576,4.618573313020742,41,87,69.84343434343434,18.98353173395757,0,0.01069188117980957,9.5367431640625e-06,0.010701417922973633,0.0,0.0,0.0,0,0,6,0,0,0.0,0,0,0.0,0.0,0.0,13829.0,0,0,0
matrix_edge_7_150000.csv,2/matrix_edge_7_150000.csv,2,0.35228705406188965,46,388,17848,0.9662147019273868,17245,603,355,385,374.89130434782606,6.308132297382914,41,46,44.4458762886598,0.8056875818460063,0,0.03162717819213867,1.3828277587890625e-05,0.03164100646972656,0.0,0.0,0.0,0,0,36,0,0,0.0,0,0,0.0,0.0,0.0,17245.0,0,0,0
matrix_edge_54_55000.csv,2/matrix_edge_54_55000.csv,2,0.34285736083984375,91,199,18109,0.8885636976089237,16091,2018,163,188,176.82417582417582,8.14240481607652,43,91,80.85929648241206,15.670934639321517,0,0.015487432479858398,9.5367431640625e-06,0.015496969223022461,0.0,0.0,0.0,0,0,6,0,0,0.0,0,0,0.0,0.0,0.0,16091.0,0,0,0
matrix_edge_54_60000.csv,2/matrix_edge_54_60000.csv,2,0.35121893882751465,88,211,18568,0.8078414476518742,15000,3568,149,189,170.45454545454547,15.412442649682497,40,87,71.09004739336493,18.26364180129733,0,0.010911226272583008,9.298324584960938e-06,0.010920524597167969,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,15000.0,0,0,0
matrix_edge_8_245000.csv,2/matrix_edge_8_245000.csv,2,0.3707466125488281,98,197,19306,0.8888428467833834,17160,2146,168,181,175.10204081632654,2.8193565480926317,43,98,87.10659898477158,17.197975536230146,0,0.010648488998413086,8.821487426757812e-06,0.010657310485839844,0.0,0.0,0.0,0,0,3,0,0,0.0,0,0,0.0,0.0,0.0,17160.0,0,0,0
matrix_edge_54_80000.csv,2/matrix_edge_54_80000.csv,2,0.4128129482269287,97,220,21340,0.8282099343955014,17674,3666,143,216,182.20618556701032,31.807714211936783,45,96,80.33636363636364,19.461980312546576,0,0.012413978576660156,9.298324584960938e-06,0.012423276901245117,0.0,0.0,0.0,0,0,4,0,0,0.0,0,0,0.0,0.0,0.0,17674.0,0,0,0
matrix_edge_54_200000.csv,2/matrix_edge_54_200000.csv,2,0.4488832950592041,93,253,23529,0.7921713629988525,18639,4890,146,239,200.41935483870967,40.1971813543074,39,93,73.67193675889328,18.504755371195245,0,0.01474618911743164,1.0728836059570312e-05,0.014756917953491211,0.0,0.0,0.0,0,0,9,0,0,0.0,0,0,0.0,0.0,0.0,18639.0,0,0,0
matrix_ctg0_55000.csv,3/matrix_ctg0_55000.csv,3,0.039701223373413086,42,29,1218,0.9129720853858785,1112,106,2,29,26.476190476190474,6.804193718156106,16,40,38.3448275862069,4.2367510492159095,0,0.0029821395874023438,8.821487426757812e-06,0.0029909610748291016,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1112.0,0,0,0
matrix_ctg0_35000.csv,3/matrix_ctg0_35000.csv,3,0.04256749153137207,55,26,1430,0.9104895104895104,1302,128,0,26,23.672727272727272,7.360964722975691,50,52,50.07692307692308,0.38461538461538464,0,0.001880645751953125,8.58306884765625e-06,0.0018892288208007812,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1302.0,0,0,0
matrix_ctg0_30000.csv,3/matrix_ctg0_30000.csv,3,0.03994894027709961,66,28,1848,0.8333333333333334,1540,308,0,28,23.333333333333332,10.43498389499902,55,55,55.0,0.0,0,0.002164125442504883,9.059906005859375e-06,0.002173185348510742,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,1540.0,0,0,0
matrix_ctg0_80000.csv,3/matrix_ctg0_80000.csv,3,0.042510032653808594,61,33,2013,0.6537506209637357,1316,697,4,33,21.57377049180328,12.763240012608755,38,41,39.878787878787875,0.6399609721800872,0,0.0027399063110351562,8.58306884765625e-06,0.0027484893798828125,0.0,0.0,0.0,0,0,2,0,0,0.0,0,0,0.0,0.0,0.0,1316.0,0,0,0
